[2021-12-20 13:04:07 | info | root]: Epoch : 0
[2021-12-20 13:04:08 | info | root]: Train Loss : 752.6557606521004
[2021-12-20 13:04:08 | info | root]: Test Loss : 752.9343978502811
[2021-12-20 13:04:08 | info | root]: Train Reconstruction Loss : 177.59677
[2021-12-20 13:04:08 | info | root]: Test Reconstruction Loss : 176.84799 

[2021-12-20 13:04:24 | info | root]: Epoch : 1
[2021-12-20 13:04:24 | info | root]: Train Loss : 383.68438417400085
[2021-12-20 13:04:24 | info | root]: Test Loss : 385.5150280976907
[2021-12-20 13:04:24 | info | root]: Train Reconstruction Loss : 24.110819
[2021-12-20 13:04:24 | info | root]: Test Reconstruction Loss : 24.108519 

[2021-12-20 13:05:27 | info | root]: Epoch : 0
[2021-12-20 13:05:27 | info | root]: Train Loss : 776.3687893960112
[2021-12-20 13:05:27 | info | root]: Test Loss : 776.4210103230598
[2021-12-20 13:05:28 | info | root]: Train Reconstruction Loss : 187.92696
[2021-12-20 13:05:28 | info | root]: Test Reconstruction Loss : 187.13762 

[2021-12-20 13:05:43 | info | root]: Epoch : 1
[2021-12-20 13:05:43 | info | root]: Train Loss : 393.8555506316422
[2021-12-20 13:05:43 | info | root]: Test Loss : 395.81086944922424
[2021-12-20 13:05:43 | info | root]: Train Reconstruction Loss : 25.297922
[2021-12-20 13:05:43 | info | root]: Test Reconstruction Loss : 25.307621 

[2021-12-20 13:05:56 | info | root]: Epoch : 2
[2021-12-20 13:05:56 | info | root]: Train Loss : 354.3370018595692
[2021-12-20 13:05:56 | info | root]: Test Loss : 356.4507992817805
[2021-12-20 13:05:56 | info | root]: Train Reconstruction Loss : 17.519388
[2021-12-20 13:05:56 | info | root]: Test Reconstruction Loss : 17.619658 

[2021-12-20 13:06:10 | info | root]: Epoch : 3
[2021-12-20 13:06:10 | info | root]: Train Loss : 344.6918566712957
[2021-12-20 13:06:10 | info | root]: Test Loss : 346.9977304140727
[2021-12-20 13:06:10 | info | root]: Train Reconstruction Loss : 15.740676
[2021-12-20 13:06:10 | info | root]: Test Reconstruction Loss : 15.819931 

[2021-12-20 13:06:24 | info | root]: Epoch : 4
[2021-12-20 13:06:24 | info | root]: Train Loss : 340.4209368450283
[2021-12-20 13:06:24 | info | root]: Test Loss : 342.73064511861554
[2021-12-20 13:06:24 | info | root]: Train Reconstruction Loss : 14.794794
[2021-12-20 13:06:24 | info | root]: Test Reconstruction Loss : 14.863381 

[2021-12-20 13:06:37 | info | root]: Epoch : 5
[2021-12-20 13:06:37 | info | root]: Train Loss : 337.72293090616756
[2021-12-20 13:06:37 | info | root]: Test Loss : 339.88917405788715
[2021-12-20 13:06:37 | info | root]: Train Reconstruction Loss : 14.084502
[2021-12-20 13:06:37 | info | root]: Test Reconstruction Loss : 14.1573925 

[2021-12-20 13:06:50 | info | root]: Epoch : 6
[2021-12-20 13:06:50 | info | root]: Train Loss : 335.5189713586993
[2021-12-20 13:06:51 | info | root]: Test Loss : 337.7795160000141
[2021-12-20 13:06:51 | info | root]: Train Reconstruction Loss : 13.61701
[2021-12-20 13:06:51 | info | root]: Test Reconstruction Loss : 13.670493 

[2021-12-20 13:07:05 | info | root]: Epoch : 7
[2021-12-20 13:07:05 | info | root]: Train Loss : 333.92939234136134
[2021-12-20 13:07:05 | info | root]: Test Loss : 336.2174379397661
[2021-12-20 13:07:05 | info | root]: Train Reconstruction Loss : 13.203685
[2021-12-20 13:07:05 | info | root]: Test Reconstruction Loss : 13.263587 

[2021-12-20 13:07:18 | info | root]: Epoch : 8
[2021-12-20 13:07:18 | info | root]: Train Loss : 333.0062491906491
[2021-12-20 13:07:18 | info | root]: Test Loss : 335.2735195159912
[2021-12-20 13:07:18 | info | root]: Train Reconstruction Loss : 12.778625
[2021-12-20 13:07:18 | info | root]: Test Reconstruction Loss : 12.889732 

[2021-12-20 13:07:31 | info | root]: Epoch : 9
[2021-12-20 13:07:31 | info | root]: Train Loss : 331.89379634063295
[2021-12-20 13:07:31 | info | root]: Test Loss : 334.1683157774118
[2021-12-20 13:07:31 | info | root]: Train Reconstruction Loss : 12.512316
[2021-12-20 13:07:31 | info | root]: Test Reconstruction Loss : 12.588984 

[2021-12-20 13:07:45 | info | root]: Epoch : 10
[2021-12-20 13:07:45 | info | root]: Train Loss : 331.61157834797046
[2021-12-20 13:07:45 | info | root]: Test Loss : 333.7962612249912
[2021-12-20 13:07:45 | info | root]: Train Reconstruction Loss : 12.374196
[2021-12-20 13:07:45 | info | root]: Test Reconstruction Loss : 12.450197 

[2021-12-20 13:07:58 | info | root]: Epoch : 11
[2021-12-20 13:07:58 | info | root]: Train Loss : 330.70819425837334
[2021-12-20 13:07:58 | info | root]: Test Loss : 332.9406259243305
[2021-12-20 13:07:58 | info | root]: Train Reconstruction Loss : 12.147717
[2021-12-20 13:07:58 | info | root]: Test Reconstruction Loss : 12.15508 

[2021-12-20 13:08:12 | info | root]: Epoch : 12
[2021-12-20 13:08:12 | info | root]: Train Loss : 330.191520859872
[2021-12-20 13:08:12 | info | root]: Test Loss : 332.4636417780167
[2021-12-20 13:08:12 | info | root]: Train Reconstruction Loss : 12.049251
[2021-12-20 13:08:12 | info | root]: Test Reconstruction Loss : 12.139862 

[2021-12-20 13:08:25 | info | root]: Epoch : 13
[2021-12-20 13:08:25 | info | root]: Train Loss : 329.552252506879
[2021-12-20 13:08:25 | info | root]: Test Loss : 331.8077505185054
[2021-12-20 13:08:25 | info | root]: Train Reconstruction Loss : 11.962251
[2021-12-20 13:08:25 | info | root]: Test Reconstruction Loss : 12.028929 

[2021-12-20 13:08:39 | info | root]: Epoch : 14
[2021-12-20 13:08:39 | info | root]: Train Loss : 329.19723085914376
[2021-12-20 13:08:39 | info | root]: Test Loss : 331.5190581174997
[2021-12-20 13:08:39 | info | root]: Train Reconstruction Loss : 11.825838
[2021-12-20 13:08:39 | info | root]: Test Reconstruction Loss : 11.915396 

[2021-12-20 13:08:52 | info | root]: Epoch : 15
[2021-12-20 13:08:52 | info | root]: Train Loss : 329.2333597164907
[2021-12-20 13:08:52 | info | root]: Test Loss : 331.60005767528827
[2021-12-20 13:08:52 | info | root]: Train Reconstruction Loss : 11.830668
[2021-12-20 13:08:52 | info | root]: Test Reconstruction Loss : 11.868162 

[2021-12-20 13:09:06 | info | root]: Epoch : 16
[2021-12-20 13:09:06 | info | root]: Train Loss : 328.4656790506369
[2021-12-20 13:09:06 | info | root]: Test Loss : 330.7864345403818
[2021-12-20 13:09:06 | info | root]: Train Reconstruction Loss : 11.518512
[2021-12-20 13:09:06 | info | root]: Test Reconstruction Loss : 11.587726 

[2021-12-20 13:09:19 | info | root]: Epoch : 17
[2021-12-20 13:09:19 | info | root]: Train Loss : 328.250500659678
[2021-12-20 13:09:19 | info | root]: Test Loss : 330.54448537337475
[2021-12-20 13:09:19 | info | root]: Train Reconstruction Loss : 11.434293
[2021-12-20 13:09:19 | info | root]: Test Reconstruction Loss : 11.530577 

[2021-12-20 13:09:32 | info | root]: Epoch : 18
[2021-12-20 13:09:32 | info | root]: Train Loss : 327.90550162927065
[2021-12-20 13:09:32 | info | root]: Test Loss : 330.1618781456581
[2021-12-20 13:09:32 | info | root]: Train Reconstruction Loss : 11.375149
[2021-12-20 13:09:32 | info | root]: Test Reconstruction Loss : 11.449216 

[2021-12-20 13:09:46 | info | root]: Epoch : 19
[2021-12-20 13:09:46 | info | root]: Train Loss : 327.7832714719986
[2021-12-20 13:09:46 | info | root]: Test Loss : 330.0201470913031
[2021-12-20 13:09:46 | info | root]: Train Reconstruction Loss : 11.366109
[2021-12-20 13:09:46 | info | root]: Test Reconstruction Loss : 11.427107 

[2021-12-20 13:10:00 | info | root]: Epoch : 20
[2021-12-20 13:10:00 | info | root]: Train Loss : 327.4529457479047
[2021-12-20 13:10:00 | info | root]: Test Loss : 329.74730249551624
[2021-12-20 13:10:00 | info | root]: Train Reconstruction Loss : 11.310772
[2021-12-20 13:10:00 | info | root]: Test Reconstruction Loss : 11.383378 

[2021-12-20 13:10:13 | info | root]: Epoch : 21
[2021-12-20 13:10:13 | info | root]: Train Loss : 327.2431662212441
[2021-12-20 13:10:13 | info | root]: Test Loss : 329.47846466455707
[2021-12-20 13:10:13 | info | root]: Train Reconstruction Loss : 11.240472
[2021-12-20 13:10:13 | info | root]: Test Reconstruction Loss : 11.302212 

[2021-12-20 13:10:28 | info | root]: Epoch : 22
[2021-12-20 13:10:28 | info | root]: Train Loss : 327.1527522686579
[2021-12-20 13:10:28 | info | root]: Test Loss : 329.46786205585187
[2021-12-20 13:10:28 | info | root]: Train Reconstruction Loss : 11.200298
[2021-12-20 13:10:28 | info | root]: Test Reconstruction Loss : 11.307339 

[2021-12-20 13:10:41 | info | root]: Epoch : 23
[2021-12-20 13:10:41 | info | root]: Train Loss : 326.9661542348953
[2021-12-20 13:10:41 | info | root]: Test Loss : 329.23341365960925
[2021-12-20 13:10:41 | info | root]: Train Reconstruction Loss : 11.109836
[2021-12-20 13:10:41 | info | root]: Test Reconstruction Loss : 11.206802 

[2021-12-20 13:10:55 | info | root]: Epoch : 24
[2021-12-20 13:10:55 | info | root]: Train Loss : 327.0141465747878
[2021-12-20 13:10:55 | info | root]: Test Loss : 329.2749400383387
[2021-12-20 13:10:55 | info | root]: Train Reconstruction Loss : 11.23903
[2021-12-20 13:10:55 | info | root]: Test Reconstruction Loss : 11.325252 

[2021-12-20 13:11:08 | info | root]: Epoch : 25
[2021-12-20 13:11:08 | info | root]: Train Loss : 326.71773534955946
[2021-12-20 13:11:08 | info | root]: Test Loss : 328.9272746428465
[2021-12-20 13:11:08 | info | root]: Train Reconstruction Loss : 11.051997
[2021-12-20 13:11:08 | info | root]: Test Reconstruction Loss : 11.119355 

[2021-12-20 13:11:21 | info | root]: Epoch : 26
[2021-12-20 13:11:21 | info | root]: Train Loss : 326.6187997327416
[2021-12-20 13:11:21 | info | root]: Test Loss : 328.9040150520129
