[2021-12-20 13:15:52 | info | root]: Epoch : 0
[2021-12-20 13:15:53 | info | root]: Train Loss : 744.9237233797709
[2021-12-20 13:15:53 | info | root]: Test Loss : 745.0290791988373
[2021-12-20 13:15:53 | info | root]: Train Reconstruction Loss : 154.59964
[2021-12-20 13:15:53 | info | root]: Test Reconstruction Loss : 155.43773 

[2021-12-20 13:15:56 | info | root]: Epoch : 1
[2021-12-20 13:15:56 | info | root]: Train Loss : 709.881307442983
[2021-12-20 13:15:56 | info | root]: Test Loss : 709.9519720077515
[2021-12-20 13:15:56 | info | root]: Train Reconstruction Loss : 139.38708
[2021-12-20 13:15:56 | info | root]: Test Reconstruction Loss : 140.45456 

[2021-12-20 13:15:56 | info | root]: Epoch : 2
[2021-12-20 13:15:56 | info | root]: Train Loss : 667.554083082411
[2021-12-20 13:15:56 | info | root]: Test Loss : 667.9086673259735
[2021-12-20 13:15:56 | info | root]: Train Reconstruction Loss : 117.84573
[2021-12-20 13:15:56 | info | root]: Test Reconstruction Loss : 118.738556 

[2021-12-20 13:15:56 | info | root]: Epoch : 3
[2021-12-20 13:15:56 | info | root]: Train Loss : 631.3686061435276
[2021-12-20 13:15:56 | info | root]: Test Loss : 630.7201886177063
[2021-12-20 13:15:56 | info | root]: Train Reconstruction Loss : 101.23868
[2021-12-20 13:15:56 | info | root]: Test Reconstruction Loss : 102.37641 

[2021-12-20 13:15:57 | info | root]: Epoch : 4
[2021-12-20 13:15:57 | info | root]: Train Loss : 605.0914799902174
[2021-12-20 13:15:57 | info | root]: Test Loss : 603.5997061729431
[2021-12-20 13:15:57 | info | root]: Train Reconstruction Loss : 88.71845
[2021-12-20 13:15:57 | info | root]: Test Reconstruction Loss : 89.18784 

[2021-12-20 13:15:57 | info | root]: Epoch : 5
[2021-12-20 13:15:57 | info | root]: Train Loss : 585.5599811342028
[2021-12-20 13:15:57 | info | root]: Test Loss : 584.3073103427887
[2021-12-20 13:15:57 | info | root]: Train Reconstruction Loss : 79.84504
[2021-12-20 13:15:57 | info | root]: Test Reconstruction Loss : 80.97194 

[2021-12-20 13:15:57 | info | root]: Epoch : 6
[2021-12-20 13:15:57 | info | root]: Train Loss : 572.8320750660366
[2021-12-20 13:15:57 | info | root]: Test Loss : 572.6808567047119
[2021-12-20 13:15:57 | info | root]: Train Reconstruction Loss : 74.11167
[2021-12-20 13:15:57 | info | root]: Test Reconstruction Loss : 74.41742 

[2021-12-20 13:15:58 | info | root]: Epoch : 7
