[2021-12-20 13:12:59 | info | root]: Epoch : 0
[2021-12-20 13:12:59 | info | root]: Train Loss : 795.1290435546745
[2021-12-20 13:12:59 | info | root]: Test Loss : 795.0742761844243
[2021-12-20 13:13:00 | info | root]: Train Reconstruction Loss : 257.90268
[2021-12-20 13:13:00 | info | root]: Test Reconstruction Loss : 258.0178 

[2021-12-20 13:13:16 | info | root]: Epoch : 1
[2021-12-20 13:13:16 | info | root]: Train Loss : 248.94345912912993
[2021-12-20 13:13:16 | info | root]: Test Loss : 249.5428754488627
[2021-12-20 13:13:16 | info | root]: Train Reconstruction Loss : 30.33626
[2021-12-20 13:13:16 | info | root]: Test Reconstruction Loss : 30.73775 

[2021-12-20 13:13:30 | info | root]: Epoch : 2
[2021-12-20 13:13:30 | info | root]: Train Loss : 191.20541716894192
[2021-12-20 13:13:30 | info | root]: Test Loss : 192.76535142996372
[2021-12-20 13:13:30 | info | root]: Train Reconstruction Loss : 18.21274
[2021-12-20 13:13:30 | info | root]: Test Reconstruction Loss : 18.956663 

[2021-12-20 13:13:45 | info | root]: Epoch : 3
[2021-12-20 13:13:45 | info | root]: Train Loss : 172.07313617596378
[2021-12-20 13:13:45 | info | root]: Test Loss : 173.81925175740167
[2021-12-20 13:13:45 | info | root]: Train Reconstruction Loss : 13.805693
[2021-12-20 13:13:45 | info | root]: Test Reconstruction Loss : 14.613608 

[2021-12-20 13:13:59 | info | root]: Epoch : 4
[2021-12-20 13:13:59 | info | root]: Train Loss : 165.1197666953951
[2021-12-20 13:13:59 | info | root]: Test Loss : 166.80749278190808
[2021-12-20 13:13:59 | info | root]: Train Reconstruction Loss : 12.298604
[2021-12-20 13:13:59 | info | root]: Test Reconstruction Loss : 13.000502 

[2021-12-20 13:14:14 | info | root]: Epoch : 5
[2021-12-20 13:14:14 | info | root]: Train Loss : 162.00342602358302
[2021-12-20 13:14:14 | info | root]: Test Loss : 164.14975732412094
[2021-12-20 13:14:14 | info | root]: Train Reconstruction Loss : 11.429258
[2021-12-20 13:14:14 | info | root]: Test Reconstruction Loss : 12.250115 

[2021-12-20 13:14:28 | info | root]: Epoch : 6
[2021-12-20 13:14:28 | info | root]: Train Loss : 160.17550169009408
[2021-12-20 13:14:28 | info | root]: Test Loss : 162.4017753845606
[2021-12-20 13:14:28 | info | root]: Train Reconstruction Loss : 11.122428
[2021-12-20 13:14:28 | info | root]: Test Reconstruction Loss : 11.997098 

[2021-12-20 13:14:43 | info | root]: Epoch : 7
[2021-12-20 13:14:43 | info | root]: Train Loss : 158.5538107873027
[2021-12-20 13:14:43 | info | root]: Test Loss : 160.74988271028568
[2021-12-20 13:14:43 | info | root]: Train Reconstruction Loss : 10.676268
[2021-12-20 13:14:43 | info | root]: Test Reconstruction Loss : 11.528712 

[2021-12-20 13:14:57 | info | root]: Epoch : 8
[2021-12-20 13:14:57 | info | root]: Train Loss : 157.6584212365247
[2021-12-20 13:14:57 | info | root]: Test Loss : 160.22427970935138
[2021-12-20 13:14:57 | info | root]: Train Reconstruction Loss : 10.446066
[2021-12-20 13:14:57 | info | root]: Test Reconstruction Loss : 11.376279 

[2021-12-20 13:15:11 | info | root]: Epoch : 9
[2021-12-20 13:15:11 | info | root]: Train Loss : 156.44107326397648
[2021-12-20 13:15:11 | info | root]: Test Loss : 158.73548561487442
[2021-12-20 13:15:11 | info | root]: Train Reconstruction Loss : 10.046917
[2021-12-20 13:15:11 | info | root]: Test Reconstruction Loss : 10.903131 

[2021-12-20 13:15:26 | info | root]: Epoch : 10
[2021-12-20 13:15:26 | info | root]: Train Loss : 155.80440919401806
[2021-12-20 13:15:26 | info | root]: Test Loss : 158.05945439216418
[2021-12-20 13:15:26 | info | root]: Train Reconstruction Loss : 9.832234
[2021-12-20 13:15:26 | info | root]: Test Reconstruction Loss : 10.699219 

[2021-12-20 13:15:40 | info | root]: Epoch : 11
[2021-12-20 13:15:40 | info | root]: Train Loss : 155.25656948272803
